"x","y","z"
0.0682278788365369,0.0167956816371215,0.683662242282363
0.154771014123775,0.0134751654849303,0.489917087109033
0.030886603302669,0.0167226436268657,0.589046388383807
0.202860310526885,0.0172652378822263,0.565851814254635
-0.612857918218676,0.00086637587968772,0.0789331984108523
0.154241038252617,0.00243731129621543,0.490046054099615
-0.103852072100979,0.00193216006832053,0.489150114791772
-0.395914092867335,0.00203615880505275,0.488929073765513
-0.694165888428267,0.00307207162467823,0.486615640535451
-0.151897510565931,-0.000779937093995076,0.945338939587703
