"dog","task","run","trained","hot_dist","blank_dist","bromo_dist","methben_dist","chemical"
"17","c","1",FALSE,0.726147222691465,0.44850816474098,0.32250323046529,0.294281161286448,"2E1H"
"17","c","1",TRUE,0.424771958068902,0.201680770188112,0.483433711536062,0.255384043165423,"2E1H"
"17","c","2",FALSE,0.501475837014353,0.318049257553742,0.334906923009484,0.228083801451697,"Ammonia"
"17","o","2",TRUE,0.0644343478173137,0.276126883914998,0.830698298375579,0.551710169197076,"Ammonia"
"19","t","1",FALSE,1.07844946641922,0.808867447213131,0.331566941286917,0.531502488829851,"2E1H"
"19","t","1",TRUE,0.985385358964845,0.73708691622835,0.2482427167062,0.471046010364664,"2E1H"
"19","t","2",FALSE,0.871978204658802,0.773982968668627,0.628680757860045,0.693229400635692,"Ammonia"
"19","c","1",FALSE,0.440655871857081,0.372482575329806,0.614239693639692,0.431533706956944,"2E1H"
"19","c","1",TRUE,0.335986400448382,0.257759147662568,0.586012184673578,0.350087436330733,"2E1H"
"19","c","2",FALSE,0.4044286474428,0.296341320578823,0.465492018658531,0.320333477626013,"Ammonia"
"19","c","2",TRUE,0.304857381756027,0.139018093864464,0.567308709312827,0.297187077167411,"Ammonia"
"19","o","1",TRUE,0.585225115229111,0.332080826928749,0.275912438351723,0.18293054897572,"2E1H"
"19","o","2",TRUE,0.115235122501563,0.247321788133995,0.783278276190851,0.501348181556616,"Ammonia"
"2","t","1",TRUE,0.403929739256672,0.348733387286855,0.671501059365404,0.447413907501808,"2E1H"
"2","t","2",FALSE,0.377245123017472,0.538647155893767,0.984048955504905,0.743310624251511,"Ammonia"
"2","t","2",TRUE,0.517828862363013,0.410835037713552,0.585234849282513,0.442251763580723,"Ammonia"
"2","c","1",TRUE,0.392301974447409,0.297149808671598,0.533931572023197,0.322749449202272,"2E1H"
"2","c","2",FALSE,0.290784269226249,0.256972607235758,0.554383781220961,0.354903044250079,"Ammonia"
"2","c","2",TRUE,0.50891410559474,0.34465236288423,0.464178761302032,0.31786444679527,"Ammonia"
"2","o","1",TRUE,0.688361507189243,0.431580526068704,0.188135990936954,0.163933632408794,"2E1H"
"2","o","2",TRUE,0.321745413377862,0.212950085775851,0.540185327738974,0.29660056027996,"Ammonia"
"2","a","2",TRUE,0.322224138604474,0.334755913950395,0.772847490717807,0.520828488935355,"Ammonia"
"20","t","1",FALSE,0.363659113606969,0.347035619737521,0.767616227456819,0.518002132402827,"2E1H"
"20","t","1",TRUE,0.66094573134346,0.548042254759518,0.449551142503064,0.451579591027041,"2E1H"
"20","t","2",FALSE,0.926574633463523,0.678386324439767,0.237251359666758,0.428865298909383,"Ammonia"
"20","t","2",TRUE,0.431575506910984,0.423528490150401,0.735273955158884,0.53253640267601,"Ammonia"
"20","c","1",FALSE,0.586367345239882,0.393843031585425,0.391882188242301,0.300671405005987,"2E1H"
"20","c","1",TRUE,0.538720986779066,0.48946399344964,0.445772843485324,0.4390618597845,"2E1H"
"20","c","2",FALSE,0.404267544439364,0.279512368827007,0.456118090345072,0.302397742374846,"Ammonia"
"20","c","2",TRUE,0.607701776694145,0.409600149326882,0.321263500123979,0.267275675342876,"Ammonia"
"20","o","1",TRUE,0.390942600499,0.219601414444983,0.470111109687111,0.24611626935585,"2E1H"
"20","o","2",TRUE,0.224846782783907,0.181439865327253,0.639061557409327,0.364153142210683,"Ammonia"
"20","a","2",TRUE,0.266742043263644,0.359129958193055,0.843843153352121,0.583729570716294,"Ammonia"
"21","t","1",TRUE,0.452864198297367,0.368138807132531,0.66538755215557,0.452746599791929,"2E1H"
"21","c","1",TRUE,0.302562294739491,0.296239018623061,0.69188071356342,0.440627145558122,"2E1H"
"21","c","2",TRUE,0.582408557153657,0.419062857120772,0.424124981009134,0.339315264102407,"Ammonia"
"21","o","1",TRUE,0.491619996621654,0.368685022437759,0.382552056097725,0.289457305422868,"2E1H"
"21","o","2",TRUE,0.496006633977798,0.283654180503593,0.457157487423849,0.285939064997649,"Ammonia"
"22","t","1",FALSE,1.14351544271031,0.988255578126295,0.668967388323408,0.836667995898831,"2E1H"
"22","t","1",TRUE,0.498076856768199,0.501368388304684,0.759934292488046,0.595122707340783,"2E1H"
"22","t","2",FALSE,0.502341113912476,0.527703701744401,0.801264850929257,0.641116378419545,"Ammonia"
"22","c","1",FALSE,0.539321144846188,0.410693126913694,0.464531646816264,0.372967398344482,"2E1H"
"22","c","1",TRUE,0.692313328333821,0.474569614484685,0.409502749883377,0.35704094051899,"2E1H"
"22","c","2",FALSE,0.645935750388961,0.471822528283533,0.499720310833182,0.445540613973193,"Ammonia"
"22","c","2",TRUE,0.64188866419726,0.414793515710447,0.394114704239476,0.334480541953758,"Ammonia"
"22","o","1",TRUE,0.135840544177441,0.160063631638431,0.739690835100506,0.427763835923956,"2E1H"
"22","o","2",TRUE,0.124771548152444,0.268071425460214,0.815726960302679,0.543030609087286,"Ammonia"
"22","a","1",TRUE,0.303019535025012,0.299243861772863,0.771817663711737,0.490640265138292,"2E1H"
"22","a","2",TRUE,0.349128934891568,0.319124568358167,0.751041332018065,0.507790481892968,"Ammonia"
"23","t","1",FALSE,1.14122476992836,0.875126085788251,0.366342789738261,0.617816498231258,"2E1H"
"23","t","1",TRUE,0.519051788355681,0.51589634734886,0.816641201944491,0.62977161570015,"2E1H"
"23","t","2",FALSE,0.445725832626244,0.755469090701515,1.30708597300352,1.0378465734887,"Ammonia"
"23","t","2",TRUE,0.582395976070185,0.493045382930339,0.672170253808008,0.529540928548276,"Ammonia"
"23","c","1",TRUE,0.545129757042772,0.410783829263617,0.461197187929189,0.334828080095476,"2E1H"
"23","c","2",FALSE,0.573852069506229,0.448612194138124,0.504265750049372,0.433942482366866,"Ammonia"
"23","c","2",TRUE,0.637473761820236,0.411036029931197,0.373888763574719,0.31295751637826,"Ammonia"
"23","o","1",TRUE,0.0741714119477315,0.213089128348508,0.798895949046911,0.504351768792362,"2E1H"
"23","a","1",TRUE,0.32128796873291,0.22754880477811,0.656914705541175,0.383577094175437,"2E1H"
"23","a","2",TRUE,0.576876380689466,0.333511942694813,0.476581376219001,0.303278615746163,"Ammonia"
"24","t","1",FALSE,0.238375080369527,0.302055908146506,0.766384174012983,0.475600717564063,"2E1H"
"24","t","1",TRUE,0.788774862846007,0.701993979898244,0.570725192775864,0.620051576023515,"2E1H"
"24","t","2",FALSE,0.082634511477251,0.336056362904945,0.885296965584434,0.617104964578741,"Ammonia"
"24","c","1",FALSE,0.564197945788142,0.357243389145348,0.335885085310772,0.228586713820788,"2E1H"
"24","c","1",TRUE,0.500681745674058,0.362883933657137,0.471809056792201,0.344064539031749,"2E1H"
"24","c","2",FALSE,0.364749942610284,0.666277222201679,1.21808102594541,0.94921399642802,"Ammonia"
"24","c","2",TRUE,0.521695521682302,0.345697987000599,0.415387957973629,0.306093516837663,"Ammonia"
"24","o","1",FALSE,0.162911876341002,0.263224222644742,0.703878251859102,0.442898383816644,"2E1H"
"24","o","2",TRUE,0.252529615550519,0.360284984680591,0.855536950193528,0.604810666251077,"Ammonia"
"9","t","1",FALSE,0.839078100616178,0.61797664675909,0.481243419137445,0.501618139689164,"2E1H"
"9","t","1",TRUE,0.628534796773591,0.569457106872914,0.535973776389243,0.544234808226225,"2E1H"
"9","t","2",FALSE,0.674015578469985,0.553886219526889,0.609161301430999,0.534706636758737,"Ammonia"
"9","t","2",TRUE,0.492295885879167,0.44797266545773,0.665549257374717,0.517765918326019,"Ammonia"
"9","c","1",FALSE,0.142255219806965,0.252292439500473,0.832458316949409,0.538322584361129,"2E1H"
"9","c","1",TRUE,0.373777327060219,0.249030630503413,0.515191537917258,0.301846514825511,"2E1H"
"9","c","2",FALSE,0.425646097388072,0.265513815827894,0.377652475693794,0.1780900622837,"Ammonia"
"9","c","2",TRUE,0.643916671368954,0.510554499042964,0.441349520896235,0.418924190450513,"Ammonia"
"9","o","1",TRUE,0.762298930708146,0.511658828564077,0.11971494157445,0.230668961559084,"2E1H"
"9","o","2",TRUE,0.313860553600679,0.266437580617036,0.551967705123795,0.362252077593453,"Ammonia"
"9","a","2",TRUE,0.527187286165491,0.3439238673777,0.504371561309384,0.328302131017766,"Ammonia"
