"frame","time","x","y","z","point","trial","dog","run","trained","task"
1350,45.0116783450117,-0.329314292717395,0.0214576494951356,0.651918047712719,"nose","3","1","1",TRUE,"o"
1351,45.045045045045,-0.355175011305208,0.0231681604670259,0.642987140964971,"nose","3","1","1",TRUE,"o"
1352,45.0784117450784,-0.378634208247392,0.0236465737768396,0.63627784289939,"nose","3","1","1",TRUE,"o"
1353,45.1117784451118,-0.403779127896937,0.0251834186577365,0.623678208038411,"nose","3","1","1",TRUE,"o"
1354,45.1451451451452,-0.436054974383927,0.0279732979791055,0.610317140232265,"nose","3","1","1",TRUE,"o"
1355,45.1785118451785,-0.468268936164222,0.0310707352096433,0.606315294905342,"nose","3","1","1",TRUE,"o"
1356,45.2118785452119,-0.496911267295547,0.02959654233527,0.603224128825584,"nose","3","1","1",TRUE,"o"
1357,45.2452452452453,-0.521662219857622,0.0264589178459285,0.599440081014863,"nose","3","1","1",TRUE,"o"
1358,45.2786119452786,-0.545952061291413,0.0248798927825146,0.594464247419335,"nose","3","1","1",TRUE,"o"
1359,45.311978645312,-0.568183945103174,0.0247031934213656,0.593721407923813,"nose","3","1","1",TRUE,"o"
1360,45.3453453453454,-0.58727331574254,0.0226249291492337,0.59069758117479,"nose","3","1","1",TRUE,"o"
1361,45.3787120453787,-0.604000625513723,0.0188759824844901,0.590192837949198,"nose","3","1","1",TRUE,"o"
1362,45.4120787454121,-0.617818684726958,0.0137978317029832,0.586421269413453,"nose","3","1","1",TRUE,"o"
1363,45.4454454454455,-0.62359657526183,0.0102183940658788,0.582448614989883,"nose","3","1","1",TRUE,"o"
1364,45.4788121454788,-0.631455591450619,0.00837042636737571,0.576598909191328,"nose","3","1","1",TRUE,"o"
1365,45.5121788455122,-0.650069289846368,0.00651661117057272,0.564824447749368,"nose","3","1","1",TRUE,"o"
1366,45.5455455455456,-0.650404495091719,0.00632196416866802,0.556987419742008,"nose","3","1","1",TRUE,"o"
1367,45.5789122455789,-0.649744048300342,0.0118321772505825,0.546845486650745,"nose","3","1","1",TRUE,"o"
1368,45.6122789456123,-0.666797525640277,0.0220130087050498,0.510773927764109,"nose","3","1","1",TRUE,"o"
1369,45.6456456456457,-0.662767774963479,0.0368868470363602,0.470813511352654,"nose","3","1","1",TRUE,"o"
1370,45.679012345679,-0.653684979988286,0.0427307118290626,0.444352319037809,"nose","3","1","1",TRUE,"o"
1371,45.7123790457124,-0.662803295890512,0.048489985884641,0.41093875998673,"nose","3","1","1",TRUE,"o"
1372,45.7457457457458,-0.672407721429635,0.0458335428420142,0.375593880365705,"nose","3","1","1",TRUE,"o"
1373,45.7791124457791,-0.680920736645501,0.0479757956514253,0.344686262132735,"nose","3","1","1",TRUE,"o"
1374,45.8124791458125,-0.688596849623314,0.0491541162364867,0.30829645543978,"nose","3","1","1",TRUE,"c"
1375,45.8458458458459,-0.697378200227484,0.0451877233293244,0.269763118510925,"nose","3","1","1",TRUE,"c"
1376,45.8792125458792,-0.698500915710701,0.0471780352952329,0.235329975374956,"nose","3","1","1",TRUE,"c"
1377,45.9125792459126,-0.69830745832485,0.0416772814390416,0.205391901852208,"nose","3","1","1",TRUE,"c"
1378,45.945945945946,-0.683202239502862,0.0427154152572386,0.185500247634538,"nose","3","1","1",TRUE,"c"
1379,45.9793126459793,-0.672479417431323,0.0438549212193209,0.166592832925369,"nose","3","1","1",TRUE,"c"
1380,46.0126793460127,-0.669771212147354,0.0468631773474535,0.143302423285188,"nose","3","1","1",TRUE,"c"
1381,46.046046046046,-0.6669794263212,0.0514672963001914,0.11877841762604,"nose","3","1","1",TRUE,"c"
1382,46.0794127460794,-0.654301964814896,0.0628911557476277,0.103947751016564,"nose","3","1","1",TRUE,"c"
1383,46.1127794461128,-0.630449302072388,0.083990824301519,0.0933866194480216,"nose","3","1","1",TRUE,"c"
1384,46.1461461461462,-0.605649044097996,0.105649144373641,0.0928821900107787,"nose","3","1","1",TRUE,"c"
1385,46.1795128461795,-0.583648511504466,0.127490928169796,0.0955858135428191,"nose","3","1","1",TRUE,"c"
1386,46.2128795462129,-0.567236579055345,0.153389144935746,0.100009182691938,"nose","3","1","1",TRUE,"c"
1387,46.2462462462463,-0.547075140951368,0.18503514722051,0.10470688553186,"nose","3","1","1",TRUE,"c"
1388,46.2796129462796,-0.535883551321498,0.213361996747864,0.103542751771832,"nose","3","1","1",TRUE,"c"
1389,46.312979646313,-0.511292474368131,0.235157404466626,0.107352112695465,"nose","3","1","1",TRUE,"c"
1390,46.3463463463464,-0.496802308481845,0.26495291063063,0.108291739226968,"nose","3","1","1",TRUE,"c"
1391,46.3797130463797,-0.473795818747581,0.291979908182925,0.109451963091343,"nose","3","1","1",TRUE,"c"
1392,46.4130797464131,-0.465557104274434,0.318900491171412,0.104840190613225,"nose","3","1","1",TRUE,"c"
1393,46.4464464464465,-0.443679790876034,0.334958733767619,0.106040967107658,"nose","3","1","1",TRUE,"c"
1394,46.4798131464798,-0.420504474524853,0.358199841083239,0.112380823554493,"nose","3","1","1",TRUE,"c"
1395,46.5131798465132,-0.403189497319007,0.37849859092596,0.117640395037389,"nose","3","1","1",TRUE,"c"
1396,46.5465465465466,-0.400023524800648,0.405652344275699,0.118782882689189,"nose","3","1","1",TRUE,"c"
1397,46.5799132465799,-0.404637464184521,0.437640552035347,0.122834512199338,"nose","3","1","1",TRUE,"c"
1398,46.6132799466133,-0.408018709086021,0.452382059850581,0.118218490508588,"nose","3","1","1",TRUE,"c"
1399,46.6466466466467,-0.419470441991753,0.501087009945393,0.121948974487595,"nose","3","1","1",TRUE,"c"
1400,46.68001334668,-0.41807723594112,0.539271498818695,0.132036455312122,"nose","3","1","1",TRUE,"c"
1401,46.7133800467134,-0.404589892742055,0.552946095907722,0.138027222532056,"nose","3","1","1",TRUE,"c"
1402,46.7467467467468,-0.405691792905964,0.577937348751645,0.136674755408656,"nose","3","1","1",TRUE,"c"
1403,46.7801134467801,-0.420016289621032,0.599156634558461,0.129132399827759,"nose","3","1","1",TRUE,"c"
1404,46.8134801468135,-0.425692394839827,0.620767529652813,0.127121235049314,"nose","3","1","1",TRUE,"t"
1405,46.8468468468469,-0.435510791564121,0.645495461207253,0.125987561461685,"nose","3","1","1",TRUE,"t"
1406,46.8802135468802,-0.44542383535147,0.654437134039568,0.118127867394487,"nose","3","1","1",TRUE,"t"
1407,46.9135802469136,-0.45715869680452,0.674364841448454,0.110024904596624,"nose","3","1","1",TRUE,"t"
1408,46.946946946947,-0.473196746484692,0.692730670711172,0.101138910676469,"nose","3","1","1",TRUE,"t"
1409,46.9803136469803,-0.44712631538583,0.692391428871072,0.103625635891166,"nose","3","1","1",TRUE,"t"
1410,47.0136803470137,-0.410536320598598,0.693470226023268,0.109325854411077,"nose","3","1","1",TRUE,"t"
1411,47.047047047047,-0.374845001368163,0.691521162519958,0.118838778937809,"nose","3","1","1",TRUE,"t"
1412,47.0804137470804,-0.353671701030639,0.69843220466109,0.113573212459217,"nose","3","1","1",TRUE,"t"
1413,47.1137804471138,-0.334216643693197,0.699365733681727,0.108868102836213,"nose","3","1","1",TRUE,"t"
1414,47.1471471471472,-0.301233021976962,0.702800410544399,0.116132489205988,"nose","3","1","1",TRUE,"t"
1415,47.1805138471805,-0.272301541143244,0.699697400869485,0.11402978387105,"nose","3","1","1",TRUE,"t"
1416,47.2138805472139,-0.246405699058785,0.692668293400298,0.115186297996933,"nose","3","1","1",TRUE,"t"
1417,47.2472472472473,-0.217464582614754,0.683657662832054,0.119796260874837,"nose","3","1","1",TRUE,"t"
1418,47.2806139472806,-0.195307139445903,0.66579084833769,0.115501433515888,"nose","3","1","1",TRUE,"t"
1419,47.313980647314,-0.175675032822674,0.631446996700125,0.105754553028725,"nose","3","1","1",TRUE,"c"
1420,47.3473473473474,-0.132567830163027,0.58136076944915,0.125483896267257,"nose","3","1","1",TRUE,"c"
1421,47.3807140473807,-0.106081357626933,0.539855526233754,0.12598030761434,"nose","3","1","1",TRUE,"c"
1422,47.4140807474141,-0.0831555985422097,0.491422245767049,0.127864537595722,"nose","3","1","1",TRUE,"c"
1423,47.4474474474475,-0.0607143924367451,0.446662003591578,0.131775842100011,"nose","3","1","1",TRUE,"c"
1424,47.4808141474808,-0.042983265609699,0.419807588662982,0.133814279071315,"nose","3","1","1",TRUE,"c"
1425,47.5141808475142,-0.0449411464482417,0.40053725692326,0.125333337480716,"nose","3","1","1",TRUE,"c"
1426,47.5475475475476,-0.030158572909962,0.389320438001072,0.129639521272914,"nose","3","1","1",TRUE,"c"
1427,47.5809142475809,-0.0160492920987579,0.3795976458733,0.134879641808811,"nose","3","1","1",TRUE,"c"
1428,47.6142809476143,-0.0122450825826546,0.365243430841436,0.132335616695612,"nose","3","1","1",TRUE,"c"
1429,47.6476476476477,0.00357898959887229,0.341717431068713,0.143358804087999,"nose","3","1","1",TRUE,"c"
1430,47.681014347681,0.00968723589016193,0.315623059281132,0.147130995792628,"nose","3","1","1",TRUE,"c"
1431,47.7143810477144,0.0144690357673144,0.287707823311643,0.159996212491254,"nose","3","1","1",TRUE,"c"
1432,47.7477477477478,0.0416684089781788,0.260729735952979,0.18106111401973,"nose","3","1","1",TRUE,"c"
1433,47.7811144477811,0.0648938261799711,0.231756182182439,0.197294018710767,"nose","3","1","1",TRUE,"c"
